CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn_Probability,Actual_Churn,CustomerId
745,Spain,1,40,3,88466.82,1,0,0,116331.42,0.46669933,0,15787459
777,France,0,30,4,0.0,2,0,1,115611.97,0.015118426,0,15611287
755,France,1,36,8,0.0,2,1,0,176809.87,0.015874209,0,15809901
705,France,1,30,1,0.0,1,1,1,181300.32,0.028538877,0,15677217
786,France,0,29,4,0.0,2,1,0,103372.79,0.027876657,0,15608387
758,Germany,1,68,6,112595.85,1,1,0,35865.44,0.81339955,1,15651581
604,Spain,1,27,9,101352.78,1,0,0,30252.3,0.0088892635,0,15696506
797,France,1,30,10,69413.44,1,1,1,74637.57,0.000719058,0,15609458
489,France,0,31,7,139395.08,1,0,1,6120.84,0.010344713,0,15639049
621,Spain,1,41,5,104631.67,1,1,1,95551.22,0.056384694,0,15640266
608,Germany,1,26,1,106648.98,1,0,1,7063.6,0.09360293,0,15760641
480,France,0,42,1,152160.21,2,1,0,101778.9,0.63814557,0,15575399
504,Germany,1,42,7,131287.36,2,1,1,149697.78,0.009905679,0,15581871
663,Spain,0,22,9,0.0,1,1,0,29135.89,0.15732004,1,15790204
632,Spain,0,32,1,0.0,2,1,0,19525.65,0.018824523,0,15771856
845,France,1,33,8,164385.53,1,1,0,150664.97,0.081307314,0,15761763
587,Germany,0,39,6,101851.8,2,1,0,7103.71,0.12330339,0,15698031
568,Germany,1,46,8,150836.92,1,0,0,64516.8,0.94951135,1,15789611
766,Germany,0,28,4,90696.78,1,0,1,21597.2,0.23119043,0,15770711
633,France,1,59,2,103996.74,1,1,1,103159.11,0.21114384,0,15791191
746,France,0,37,4,0.0,2,0,1,171039.56,0.060252808,0,15615931
768,France,1,25,6,0.0,2,1,1,21215.67,0.000599255,0,15738627
635,Spain,1,38,0,103257.14,1,0,0,158344.63,0.027434973,0,15571476
529,France,0,27,1,0.0,2,1,1,37769.98,0.002144353,0,15575486
625,France,1,39,2,0.0,2,1,0,100403.05,0.021482194,0,15695168
697,France,0,42,10,0.0,2,1,0,61312.15,0.10429303,0,15735221
673,Germany,0,25,3,108244.82,2,1,1,103573.96,0.017816693,0,15664734
708,Germany,1,42,9,176702.36,2,1,1,104804.74,0.003360211,0,15700511
697,France,0,33,1,87347.7,1,1,0,172524.51,0.06385023,0,15617252
573,France,1,26,8,86270.93,2,1,1,90177.3,0.11156291,0,15703292
682,Spain,1,46,7,128029.72,1,1,1,62615.35,0.049782142,0,15761132
647,Germany,1,44,4,93960.35,1,1,0,36579.53,0.42866477,1,15764170
797,Germany,0,33,10,83555.58,1,0,0,69767.14,0.023546102,0,15770255
651,Germany,1,37,9,114453.58,1,0,1,175820.91,0.37796226,0,15576706
501,Spain,1,43,6,104533.24,1,0,0,81123.59,0.06479113,1,15718765
727,France,0,26,9,121508.28,1,1,1,146785.44,0.15560038,0,15631848
683,Spain,1,56,7,50911.21,3,0,0,97629.31,0.9177781,1,15624820
770,France,0,33,6,0.0,2,1,1,126131.9,0.011461766,0,15802009
568,Spain,0,26,6,0.0,2,0,0,166495.2,0.010123452,0,15714567
577,Spain,1,48,6,179852.26,1,1,0,193580.32,0.14822748,0,15713347
608,Germany,1,34,3,106288.54,1,1,1,36639.25,0.038319662,0,15568904
679,Spain,0,28,9,0.0,2,0,1,61761.77,0.008991906,0,15681509
544,France,0,45,6,0.0,2,0,1,151401.33,0.056488406,0,15777923
620,Spain,1,29,9,0.0,2,1,0,13133.88,0.0077815005,0,15759290
588,Germany,0,30,0,110148.49,1,1,0,5790.9,0.39841214,1,15807993
757,Germany,1,31,1,127320.36,3,1,0,163170.32,0.88878125,0,15568032
775,Spain,1,30,4,0.0,2,0,1,57461.13,0.001910086,0,15789095
718,France,0,44,1,133866.22,1,0,1,139049.24,0.1015735,0,15590177
690,France,1,35,6,112689.95,1,1,0,176962.31,0.09412349,0,15782591
613,France,0,21,7,105627.95,1,1,1,36560.51,0.0033314752,0,15696539
699,France,0,43,3,80764.03,1,1,0,199378.58,0.13204125,1,15661903
727,Spain,1,43,2,97403.18,1,1,1,107415.02,0.115209445,1,15645511
850,France,1,66,4,0.0,2,0,1,64350.8,0.0045162085,0,15590320
581,France,1,31,3,0.0,2,0,0,89040.61,0.013101231,0,15775116
513,Spain,0,42,10,0.0,2,0,1,73151.25,0.01610057,0,15716728
620,France,1,61,5,0.0,1,0,0,31641.52,0.9901579,1,15570931
726,France,0,38,5,126875.62,1,1,0,128052.29,0.07934004,0,15784099
709,France,0,34,2,111669.68,1,1,0,57029.66,0.07920655,0,15716276
804,France,1,24,3,0.0,2,1,0,173195.33,0.0022289357,0,15757931
850,France,0,28,9,0.0,2,1,0,185821.41,0.014009475,0,15786078
670,France,0,31,2,57530.06,1,1,1,181893.31,0.02590204,1,15613102
841,France,0,31,3,162701.65,2,1,1,126794.56,0.0043623284,0,15711352
628,Germany,0,45,6,53667.44,1,1,0,115022.94,0.77516246,0,15771383
675,France,1,49,8,135133.39,1,0,1,179521.24,0.39844552,1,15801218
567,Germany,1,40,7,122265.24,1,1,0,138552.74,0.50385296,0,15730673
672,France,0,40,3,0.0,1,1,0,113171.61,0.5116965,1,15626795
581,Spain,0,46,1,0.0,2,1,0,104272.04,0.02804339,0,15705765
584,Spain,0,29,4,0.0,2,1,0,88866.92,0.027310245,0,15654067
644,Spain,1,28,0,0.0,2,1,0,119419.37,0.0101943305,0,15644212
661,France,0,27,3,0.0,2,1,1,76889.79,0.0066949627,0,15734311
667,France,0,24,4,0.0,2,0,1,34335.55,0.002395067,0,15637644
630,Spain,1,30,3,0.0,2,0,1,10486.69,0.0071409363,0,15751336
656,France,1,43,7,134919.85,1,1,0,194691.95,0.024066675,0,15691808
686,France,0,31,1,0.0,2,1,0,4802.25,0.004147051,0,15626474
730,Germany,1,38,0,38848.19,2,0,0,94003.11,0.0065251454,0,15602811
664,France,1,58,5,98668.18,1,1,1,60887.58,0.037883777,0,15625944
616,Germany,0,41,1,103560.57,1,1,0,236.45,0.76613146,1,15566211
718,Germany,1,63,7,123204.88,1,1,1,100538.8,0.20142391,0,15606076
717,France,1,53,6,0.0,2,0,1,97614.87,0.021101708,0,15614215
656,France,1,35,6,0.0,2,1,0,1485.27,0.030243978,0,15713479
687,France,0,31,2,0.0,2,0,1,145411.39,0.013415551,0,15796480
649,France,0,52,8,49113.75,1,1,0,41858.43,0.74729156,0,15704987
697,France,0,45,1,0.0,2,1,0,46807.62,0.040136937,1,15749328
659,Germany,1,36,2,76190.48,2,1,1,149066.14,0.0039892304,0,15808621
587,France,1,33,8,148163.57,1,0,0,122925.4,0.012412545,0,15601627
613,France,1,44,3,0.0,2,0,1,136491.72,0.0062515805,0,15665177
733,France,1,33,3,0.0,1,1,1,7666.73,0.019890774,0,15747960
517,Spain,1,46,4,0.0,1,1,0,22372.78,0.84509265,0,15806546
584,France,0,66,5,0.0,1,1,0,49553.38,0.95180106,1,15589715
728,Spain,0,43,5,0.0,1,1,1,120088.17,0.42196867,0,15800049
777,Germany,0,34,5,96693.66,1,1,1,172618.52,0.29875225,0,15601030
619,Spain,0,44,6,52831.13,1,1,1,112649.22,0.454126,1,15702462
733,Spain,1,36,1,0.0,2,0,1,108377.82,0.008948309,0,15572374
430,France,1,31,5,0.0,1,1,0,95655.16,0.11484616,0,15766734
580,Germany,1,45,8,103741.14,1,1,0,47428.73,0.80617285,1,15772329
665,Germany,1,32,1,132178.67,1,0,0,11865.76,0.24304168,0,15692819
502,France,1,45,0,0.0,1,0,0,84663.21,0.67584735,0,15580249
585,France,1,56,4,138227.19,2,1,1,55287.84,0.061616246,0,15798885
626,France,1,44,10,0.0,2,0,0,164287.86,0.014952268,0,15673223
753,Germany,0,47,1,131160.85,1,1,0,197444.69,0.85380197,0,15770995
535,France,0,49,3,0.0,1,0,0,61820.41,0.6904078,1,15720071
751,Spain,1,52,8,0.0,2,0,1,179291.85,0.034995724,0,15781589
478,Spain,0,36,3,92363.3,2,1,0,44912.7,0.20218822,0,15808182
643,France,0,45,4,45144.43,1,1,0,60917.24,0.49008337,1,15743007
743,Germany,1,59,5,108585.35,1,1,1,192127.22,0.94388574,1,15615797
699,France,1,53,4,0.0,2,0,1,111307.98,0.0279958,0,15661249
668,France,1,46,0,0.0,2,0,0,29388.02,0.02575336,0,15809847
500,Spain,1,38,7,0.0,2,0,0,192013.23,0.010759065,0,15606436
555,Germany,0,62,10,114822.64,1,0,1,8444.5,0.6820237,0,15699325
581,Germany,1,50,2,143829.2,2,1,0,181224.24,0.5629414,1,15761018
559,France,0,42,7,0.0,2,1,1,190040.29,0.021818317,0,15567335
514,France,1,45,1,178827.79,1,1,0,60375.18,0.6623059,0,15711251
521,France,0,32,2,136555.01,2,1,1,129353.21,0.017869597,0,15801863
737,Spain,0,39,7,130051.66,2,0,0,55356.39,0.18132524,1,15672912
699,Spain,1,31,8,125927.51,2,1,0,147661.47,0.034490377,0,15707505
737,France,0,32,7,128551.36,2,0,1,189402.71,0.005210097,0,15778915
603,Spain,1,24,1,165149.13,2,1,0,21858.28,0.5398134,0,15723064
752,Germany,1,30,4,81523.38,1,1,1,36885.85,0.0033580875,0,15594864
524,France,0,28,7,0.0,2,0,1,147100.72,0.037518088,0,15679991
608,Spain,0,38,9,102406.76,1,0,1,57600.66,0.018547038,0,15799128
603,France,1,35,6,128993.76,2,1,0,130483.56,0.03563992,0,15685300
720,France,1,52,7,0.0,1,1,1,14781.12,0.5609348,0,15813850
633,Germany,1,29,6,117412.35,1,0,0,30338.94,0.28125685,0,15778049
660,Spain,0,28,3,128929.88,1,1,1,198069.71,0.007839271,0,15811594
526,Spain,0,36,5,91132.18,1,0,0,58111.71,0.22529733,0,15593496
691,France,0,34,7,0.0,2,0,1,161559.12,0.008394128,0,15637829
705,Germany,0,56,2,143249.67,1,1,0,88428.41,0.9625095,1,15805260
586,Spain,0,33,10,66948.67,2,1,1,140759.03,0.0130387815,0,15566380
465,France,0,51,8,122522.32,1,0,0,181297.65,0.8336536,1,15738148
597,France,1,67,2,0.0,2,0,1,108645.85,0.00394622,0,15638269
683,Germany,0,43,4,115888.04,1,1,1,117349.19,0.31112674,1,15580956
794,Spain,1,31,0,144880.34,2,0,1,175643.44,0.0072421855,0,15567991
569,France,1,41,4,120243.49,1,1,0,163150.03,0.14148282,1,15594340
565,Germany,1,31,2,89558.39,2,1,1,4441.54,0.04927704,0,15805151
674,France,0,26,10,0.0,2,1,1,138423.1,0.050387986,0,15684103
850,Germany,0,40,7,104449.8,1,1,1,747.88,0.08384948,0,15653521
660,Germany,1,35,8,58641.43,1,0,1,198674.08,0.18757719,0,15599433
677,Spain,1,56,5,123959.97,1,1,1,60590.72,0.039803408,1,15628886
690,Germany,1,32,0,106683.52,2,1,1,137916.49,0.008398721,0,15806447
755,France,1,42,2,119919.12,1,1,0,156868.21,0.34236407,0,15609987
670,France,1,33,2,141204.65,2,1,0,76257.46,0.006853202,0,15664214
713,France,0,52,0,185891.54,1,1,1,46369.57,0.34001124,1,15592229
628,Germany,0,28,3,153538.13,2,1,0,110776.01,0.13510078,0,15622182
738,Germany,1,58,2,133745.44,4,1,0,28373.86,0.997343,1,15703793
813,Germany,1,59,2,135078.41,1,1,0,187636.06,0.8933804,1,15769246
560,France,0,38,5,83714.41,1,1,1,33245.97,0.04952655,0,15724876
718,France,0,37,7,0.0,2,1,1,55100.09,0.021296404,0,15574206
687,Germany,1,44,8,95368.14,2,1,1,1787.85,0.32031074,0,15759244
576,France,0,55,6,44582.07,3,0,1,67539.85,0.94271374,1,15569249
528,France,1,37,6,103772.45,1,1,0,197111.99,0.39253312,0,15638149
560,France,0,44,5,143244.97,1,1,0,98661.27,0.48526835,0,15591724
628,France,1,37,0,0.0,2,1,1,171707.93,0.0029681397,0,15762110
831,France,1,30,2,0.0,2,0,1,3430.38,0.0005752523,0,15707114
641,Spain,1,31,3,153316.14,1,1,0,59927.99,0.08317769,0,15689322
521,Germany,0,49,2,127948.57,1,1,1,182765.14,0.8451949,0,15632816
566,Germany,0,40,2,97001.36,2,1,0,154486.01,0.12898277,0,15714080
673,Spain,0,37,8,0.0,2,1,1,183318.79,0.022054313,0,15646161
580,France,0,35,8,0.0,2,0,1,10357.03,0.00901921,0,15649423
655,France,1,27,10,0.0,2,1,0,51620.94,0.0063217496,0,15580805
565,Germany,0,32,9,68067.24,1,1,0,143287.58,0.10175035,0,15628170
523,Germany,1,63,6,116227.27,1,1,1,119404.63,0.34749883,0,15600700
688,France,0,32,5,0.0,2,0,1,177607.77,0.018985832,0,15609176
664,France,0,41,5,0.0,1,1,1,152054.33,0.19338787,0,15772009
690,Spain,1,49,8,116622.73,1,0,1,51011.29,0.05623752,0,15684995
538,Germany,1,25,5,62482.95,1,1,1,102758.43,0.0043290863,0,15730448
566,Germany,0,44,5,141428.99,2,0,0,68408.74,0.27940705,0,15815070
684,France,1,45,6,148071.39,1,1,0,183575.01,0.49026164,0,15651713
609,France,0,53,6,0.0,2,1,1,124218.27,0.01562476,0,15692207
668,Germany,1,47,7,106854.21,1,0,1,157959.02,0.74442405,1,15723488
624,France,0,62,7,125163.62,2,1,1,151411.5,0.13475403,0,15611800
623,France,1,45,0,0.0,1,1,0,196533.72,0.76849717,1,15757607
595,France,1,29,6,150685.79,1,1,0,87771.06,0.030550892,0,15609299
665,Spain,0,32,10,0.0,1,1,1,22487.45,0.2940568,0,15636767
700,France,0,37,7,0.0,2,1,0,17040.82,0.040358253,0,15720676
594,France,0,53,4,0.0,1,1,0,5408.74,0.83113885,1,15672432
795,Germany,1,38,7,125903.22,2,1,1,127068.92,0.008757314,0,15662908
484,France,0,32,3,0.0,2,1,1,139390.99,0.0073691835,0,15694209
742,Germany,0,36,2,129748.54,2,0,0,47271.61,0.10677197,1,15584091
499,Germany,0,55,4,126817.65,2,1,0,123269.71,0.9060508,0,15699523
669,France,1,45,7,149364.58,1,0,1,173454.07,0.39072487,0,15609510
560,Spain,0,33,9,0.0,1,0,1,183358.21,0.21602894,0,15793425
650,Spain,0,23,5,0.0,1,1,1,180622.43,0.072795205,0,15598884
619,Spain,1,52,8,0.0,2,1,1,123242.11,0.059469055,0,15594556
652,Spain,1,71,4,0.0,1,1,1,120107.1,0.026723906,0,15640268
705,Spain,0,24,5,177799.83,2,0,0,79886.06,0.55378383,0,15668472
778,Spain,0,47,6,127299.34,2,1,0,124694.99,0.47104084,0,15658169
629,Germany,1,28,8,108601.0,1,1,1,119647.7,0.29540154,0,15790379
596,France,0,39,10,86546.29,1,0,1,131768.98,0.19889815,0,15738166
754,France,1,37,6,0.0,1,1,1,116141.72,0.10414612,0,15661330
776,Spain,1,30,6,0.0,2,0,1,63908.86,0.0018201892,0,15709412
615,Germany,0,44,9,126104.98,2,0,1,110718.02,0.44937375,0,15629551
684,Germany,0,44,2,133776.86,2,0,1,49865.04,0.18495563,0,15602812
513,Germany,0,49,5,171601.27,1,1,0,126223.84,0.14528976,0,15724336
705,Spain,0,46,5,89364.91,1,0,1,139162.15,0.40249348,0,15742442
489,Spain,1,58,4,0.0,2,1,1,191419.32,0.118688084,0,15742009
721,France,1,40,3,0.0,1,1,1,144874.67,0.20126794,0,15572051
690,France,1,36,7,101583.11,2,1,0,123775.15,0.04453694,0,15591509
683,France,1,36,5,115350.63,1,1,1,122305.91,0.016167717,0,15572956
465,France,1,33,5,0.0,2,0,1,78698.09,0.004674467,0,15707132
850,France,1,27,6,96654.72,2,0,0,152740.16,0.011638702,0,15621457
627,Germany,0,39,5,124586.93,1,1,0,93132.61,0.41057408,1,15577423
669,France,0,47,9,61196.54,1,1,0,58170.24,0.48381394,0,15659105
762,France,1,36,5,119547.46,1,1,1,42693.65,0.116644345,0,15615670
448,France,0,36,6,83947.12,2,1,0,81999.53,0.043522384,0,15573798
813,Germany,0,25,5,123616.43,1,0,1,132959.33,0.06171412,0,15624186
601,Germany,1,42,1,98495.72,1,1,0,40014.76,0.20466873,1,15569590
723,France,1,28,4,0.0,2,1,1,123885.88,0.005932874,0,15649430
850,Germany,0,35,7,114285.2,1,0,1,129660.59,0.04999538,0,15655229
601,France,1,47,1,64430.06,2,0,1,96517.97,0.2128992,0,15565714
707,France,0,35,9,0.0,2,1,1,70403.65,0.011611292,0,15766787
461,France,0,35,5,0.0,1,1,1,54209.02,0.013229861,0,15700424
596,Spain,1,67,6,0.0,2,1,1,138350.74,0.0029678603,0,15795079
730,Spain,1,26,6,0.0,2,1,1,185808.7,0.005038358,0,15606855
540,Spain,1,28,8,0.0,2,0,0,197588.32,0.006254852,0,15767598
631,Spain,1,27,10,134169.62,1,1,1,176730.02,0.07618404,0,15759298
817,Germany,1,45,9,101207.75,1,0,0,88211.12,0.42514187,1,15687491
583,France,1,40,3,0.0,2,1,0,47728.0,0.014065895,0,15801351
683,Germany,0,32,0,138171.1,2,1,1,188203.58,0.0026878896,0,15566467
662,France,0,41,4,0.0,2,1,0,126551.48,0.08220292,0,15640667
559,France,1,33,9,111060.05,2,1,0,110371.84,0.048750542,0,15766064
538,Germany,0,28,6,164365.44,1,0,1,5698.97,0.20284362,0,15599301
670,France,0,38,4,119624.54,2,1,1,110472.12,0.038669802,0,15779059
638,France,1,36,6,188455.19,1,0,0,47031.4,0.21855637,1,15616530
702,France,0,29,10,88378.6,1,1,0,88550.28,0.050779164,0,15610781
742,Germany,0,21,1,114292.48,1,1,0,31520.4,0.3717014,0,15622750
731,France,1,43,2,0.0,1,1,1,170034.95,0.43245518,1,15594898
559,France,0,43,1,0.0,1,0,1,86634.3,0.27960736,0,15679307
607,Germany,1,36,10,106702.94,2,0,0,198313.69,0.006878309,0,15569438
547,Germany,1,55,4,111362.76,3,1,0,16922.28,0.99941397,1,15589017
652,Spain,0,36,1,0.0,2,1,1,19302.78,0.10270929,0,15734626
604,France,0,34,7,0.0,2,1,0,193021.49,0.02018027,0,15753213
735,France,0,38,1,0.0,3,0,0,92220.12,0.5325473,1,15573851
545,Germany,1,45,6,93796.42,2,1,1,162321.26,0.20170179,0,15749019
506,Germany,1,28,8,53053.76,1,0,1,24577.34,0.021118665,0,15664227
525,Germany,0,30,0,157989.21,2,1,1,100687.67,0.014752007,0,15709523
620,France,0,33,9,127638.35,1,1,1,192717.57,0.08848403,0,15621546
658,France,0,43,7,140260.36,2,1,0,2748.72,0.12310521,0,15734987
526,Germany,0,32,6,131938.92,2,1,1,1795.93,0.063389726,0,15653222
665,France,0,34,1,96645.54,2,0,0,171413.66,0.022425855,0,15706021
529,France,1,28,9,0.0,2,1,1,52545.24,0.0043516383,0,15782311
543,France,0,31,2,147674.26,1,1,1,16658.76,0.028822882,0,15697127
635,France,0,48,8,130796.33,2,1,1,43250.3,0.71088535,0,15630328
631,Spain,1,38,7,0.0,2,1,0,181605.85,0.0045558047,0,15672357
625,France,1,22,9,0.0,2,1,0,157072.91,0.00213483,0,15759872
764,France,1,30,5,0.0,2,0,1,105155.66,0.0025447442,0,15634373
569,France,1,36,1,67087.69,1,1,0,154775.7,0.007864337,0,15625675
667,Spain,1,31,5,0.0,2,1,1,20346.69,0.009880817,0,15742369
643,Germany,0,34,7,160426.07,1,0,1,188533.11,0.13647272,0,15583049
683,France,1,38,7,109346.13,2,1,0,102665.92,0.047691215,0,15627848
722,France,1,34,8,0.0,2,1,1,133447.49,0.005339836,0,15615575
512,France,1,36,4,152169.12,2,0,0,38629.3,0.03338374,1,15692744
422,France,1,54,3,140014.42,1,0,1,86350.97,0.34087035,0,15596339
619,Germany,0,33,3,100488.92,2,0,1,36446.74,0.014939519,0,15780654
679,France,1,45,3,146758.24,1,1,0,48466.89,0.48419356,0,15698791
581,Spain,1,46,2,79385.21,2,0,0,188492.82,0.1918464,0,15655590
586,France,0,60,3,47020.65,2,0,1,63241.21,0.06119335,1,15669783
643,Germany,1,28,9,160858.13,2,1,0,27149.27,0.055556796,0,15770091
351,Germany,0,57,4,163146.46,1,1,0,169621.69,0.99557906,1,15679249
670,France,0,33,7,0.0,2,1,1,88187.81,0.009647356,0,15712584
599,Spain,1,33,4,51690.89,1,1,0,111622.76,0.45480624,1,15611318
700,France,1,46,5,95872.86,1,1,0,98273.01,0.28940427,1,15640686
797,France,1,45,8,0.0,1,0,0,125110.02,0.39320165,0,15630466
699,France,1,29,3,125689.29,1,1,1,151623.71,0.0069001447,0,15809509
680,Germany,1,32,7,175454.0,1,0,1,77349.92,0.06840176,0,15694829
678,Spain,0,27,5,87099.85,2,1,0,149550.95,0.24355981,0,15672983
601,France,0,43,2,0.0,1,1,0,49713.87,0.42540935,1,15769216
701,Spain,0,39,9,0.0,2,1,1,110043.88,0.015622839,0,15785488
652,Spain,0,40,7,100471.34,1,1,1,124550.88,0.0551072,0,15731330
622,France,1,43,8,0.0,2,1,0,100618.17,0.046764076,0,15709511
709,France,1,42,9,118546.71,1,0,1,77142.85,0.030344667,0,15725036
710,Germany,0,41,9,149155.53,2,1,0,42131.26,0.025156684,1,15728224
541,France,1,34,3,128743.55,1,1,0,134851.12,0.012474759,0,15766172
767,Spain,0,24,5,0.0,2,1,1,67445.85,0.015058024,0,15700937
691,France,1,37,9,149405.18,1,1,1,146411.6,0.046400685,0,15647890
756,Germany,1,32,0,109528.16,2,1,1,56176.31,0.06443534,0,15571284
718,France,1,52,8,79475.3,3,1,1,32421.32,0.9944325,1,15768342
502,Germany,0,32,1,173340.83,1,0,1,122763.95,0.011495332,0,15581229
732,Germany,1,42,9,108748.08,2,1,1,65323.11,0.21301086,0,15713853
798,France,1,22,8,0.0,2,1,0,107615.43,0.009534961,0,15595557
724,Spain,1,45,5,83888.54,1,0,1,34121.81,0.17046832,0,15753969
491,France,0,72,6,91285.22,1,1,1,7032.95,0.06936511,0,15708236
749,France,0,60,6,0.0,1,1,0,17978.68,0.9982664,1,15585362
587,Germany,0,38,0,132122.42,2,0,0,31730.32,0.08282528,0,15616709
559,Spain,0,31,1,139183.06,1,0,1,143360.56,0.07580478,0,15770345
765,Spain,0,32,9,178095.55,1,0,0,47247.56,0.17954066,0,15732740
849,France,1,35,4,110837.73,1,0,0,126419.8,0.010040773,0,15659656
641,France,1,37,7,0.0,2,1,0,75248.3,0.005499689,0,15758639
475,France,1,39,6,0.0,1,1,1,56999.9,0.1544758,1,15792328
509,France,1,18,7,102983.91,1,1,0,171770.58,0.0052921968,0,15728829
505,Spain,0,45,9,131355.3,3,1,0,195395.33,0.9944781,1,15655123
541,France,1,29,7,127504.57,1,0,0,86173.92,0.054490283,0,15632256
646,France,1,38,7,0.0,2,1,0,1528.4,0.018429808,0,15809585
666,France,1,39,10,0.0,2,1,0,102999.33,0.010272742,0,15755825
850,France,0,24,6,0.0,2,1,1,13159.9,0.024849838,0,15628308
597,France,0,24,1,103219.47,1,1,0,60420.07,0.29484499,0,15733842
529,Spain,1,38,7,99842.5,2,1,0,90256.06,0.023472426,1,15678572
655,Spain,1,38,3,250898.09,3,0,1,81054.0,0.9735357,1,15757408
734,Germany,1,33,5,121898.58,1,1,0,61829.89,0.3597725,0,15576111
613,Germany,1,28,7,76656.4,2,1,1,185483.24,0.00852758,0,15723013
669,Spain,0,33,8,0.0,2,0,1,128538.05,0.00705889,0,15671514
627,Spain,0,35,7,0.0,1,1,0,187718.26,0.105349444,0,15680895
615,Spain,1,41,1,126773.43,1,1,1,55551.26,0.040897336,0,15808223
622,France,1,41,2,127087.06,1,1,0,102402.91,0.08926839,1,15737814
624,France,1,36,6,0.0,2,0,0,84749.96,0.014813259,0,15810826
663,France,1,24,7,0.0,2,1,1,166310.82,0.00068543974,0,15608726
601,Germany,0,47,1,142802.02,1,1,1,57553.02,0.2538218,0,15774630
644,Germany,1,35,5,161591.11,3,1,1,63795.62,0.9904647,0,15811343
563,Spain,0,42,6,99056.22,2,1,0,154347.95,0.1052716,1,15692291
750,France,0,35,3,0.0,1,1,0,191520.5,0.7462541,0,15647203
629,France,0,49,4,0.0,2,1,1,196335.48,0.0648339,0,15730447
570,Germany,1,38,1,127201.58,1,1,0,147168.28,0.44549203,1,15625501
850,Germany,1,27,1,101278.25,2,1,1,26265.18,0.0021958349,0,15801293
633,Germany,1,50,7,88302.65,1,1,1,195937.16,0.2957796,0,15721740
762,Spain,1,29,10,115545.33,2,1,0,148256.43,0.005704019,0,15612193
445,France,0,30,3,0.0,2,1,1,127939.19,0.0071032993,0,15722404
614,France,0,41,3,123475.04,1,1,1,179227.52,0.0798427,0,15668235
658,France,1,44,2,168396.34,1,1,1,14178.73,0.057514407,0,15669326
549,France,0,34,4,0.0,2,0,0,139463.57,0.014294862,0,15702464
594,France,0,34,7,141525.55,1,0,0,9443.15,0.0048624403,0,15796114
742,Germany,0,44,8,107926.02,1,0,1,17375.27,0.56092024,1,15714575
411,France,0,36,10,0.0,1,0,0,120694.35,0.944867,0,15729908
746,Spain,1,24,10,68781.82,1,0,1,47997.39,0.03939767,0,15750299
706,Spain,1,42,9,0.0,2,1,1,28714.34,0.0043270807,0,15666252
607,France,0,27,2,0.0,2,1,0,63495.86,0.009339319,0,15710456
615,France,1,32,1,0.0,2,0,0,2139.25,0.018511647,0,15765266
488,Germany,0,33,4,140002.35,1,1,0,123613.81,0.040076066,0,15611029
764,Germany,1,34,6,108760.27,2,1,0,166324.79,0.13929462,1,15641860
622,Spain,0,47,6,142319.03,1,0,0,100183.05,0.46454176,0,15604130
709,France,0,32,7,0.0,2,1,1,199418.02,0.003562873,0,15598275
540,Germany,0,35,7,128369.75,2,1,0,198256.15,0.026329357,0,15763093
544,France,0,26,6,0.0,1,1,0,100200.4,0.05650546,1,15609083
850,Germany,0,25,8,69385.17,2,1,0,87834.24,0.0017172521,0,15641490
582,France,0,32,1,116409.55,1,0,1,152790.92,0.0048812022,0,15704629
537,Germany,0,47,6,103163.35,1,1,0,16259.64,0.6977684,1,15787318
613,Spain,1,44,9,100524.69,1,1,1,47298.95,0.05194727,0,15730810
562,France,1,36,6,0.0,2,1,0,32845.32,0.0038225658,0,15677739
754,France,1,39,3,74896.33,1,0,0,34430.16,0.34454006,0,15758831
470,Spain,0,31,2,101675.22,2,1,0,45033.75,0.051358063,0,15631709
672,France,0,34,1,142151.75,2,1,1,168753.34,0.0028658134,0,15624781
663,France,1,22,6,0.0,2,0,1,131827.15,0.0020516757,0,15689661
573,Spain,1,44,9,0.0,2,1,0,107124.17,0.09645028,0,15566543
698,Spain,0,40,0,92053.44,1,1,1,143681.83,0.1397737,0,15792176
519,France,1,34,5,0.0,1,1,0,68479.6,0.17939661,0,15661433
584,Spain,1,32,5,0.0,2,1,0,10956.82,0.005122733,0,15599268
850,France,0,32,7,0.0,2,0,0,155227.0,0.010085158,0,15715667
774,France,1,49,1,142767.39,1,1,1,8214.41,0.18572782,0,15666856
594,Germany,0,23,4,104753.84,2,1,0,56756.52,0.046903,1,15802758
701,Germany,1,38,3,125385.49,2,0,1,52044.66,0.043438554,0,15774098
597,Germany,0,40,9,106756.01,2,1,0,151167.94,0.24983464,0,15644621
695,France,1,46,4,0.0,2,1,1,137537.22,0.003504111,0,15788659
574,Spain,1,36,4,77967.5,1,1,0,167066.95,0.034701563,1,15732943
634,France,1,45,9,0.0,2,0,0,17622.82,0.008448143,0,15752953
650,France,1,32,2,84906.45,1,1,0,163216.48,0.017282585,0,15809872
685,France,1,40,2,168001.34,2,1,1,167400.29,0.023964014,0,15680405
682,France,0,58,1,0.0,1,1,1,706.5,0.5464909,0,15681075
669,France,1,37,4,0.0,1,1,0,132540.33,0.20233893,0,15806837
839,Spain,0,33,10,75592.43,1,1,0,62674.42,0.19711185,0,15718673
450,France,1,29,7,117199.8,1,1,1,43480.63,0.055171527,0,15654878
850,Germany,1,42,6,84445.68,3,0,1,60021.34,0.8501713,1,15700801
